HPAI Strains,Country,State: County,Specy_common_name,epi_event_id,Earliest outbreak report date,Latest outbreak report date,Collection Date,Number of outbreaks reported,WOAH Classification,Sampling Method,Submitting Agency,More information
EA H5,United States of America,New Hampshire: Grafton,Mallard,?,2/16/22,?,2/2/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Grafton,Mallard,?,2/16/22,?,2/2/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Grafton,Mallard,?,2/16/22,?,2/2/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/31/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/31/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/31/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/31/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Hyde,Gadwall,?,2/16/22,?,1/31/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Hyde,Gadwall,?,2/16/22,?,1/28/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,Connecticut: New London,Mallard,?,2/16/22,?,2/2/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Virginia: Virginia Beach,Gadwall,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Northern shoveler,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Craven,Wood duck,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,Georgia: Hart,Gadwall,?,2/16/22,?,1/30/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,Georgia: Hart,American wigeon,?,2/16/22,?,1/30/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Beaufort,Wood duck,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Pamlico,Gadwall,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Pamlico,American wigeon,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Pamlico,Mallard,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Pamlico,Gadwall,?,2/16/22,?,1/29/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Pamlico,Mallard,?,2/16/22,?,1/31/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,North Carolina: Currituck,Northern shoveler,?,2/16/22,?,1/28/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,North Carolina: Currituck,Northern shoveler,?,2/16/22,?,1/28/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,North Carolina: Currituck,Northern shoveler,?,2/16/22,?,1/28/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,North Carolina: Currituck,Northern shoveler,?,2/16/22,?,1/28/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: Middlesex,Mallard,?,2/16/22,?,2/3/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Hampshire: Rockingham,Mallard,?,2/16/22,?,1/26/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,North Carolina: Hyde,Snow goose,?,2/11/22,?,1/21/22,?,Wild bird,Morbidity/Mortality,USFWS/USGS,?
EA H5N1,United States of America,Kentucky: Ballard,Snow goose,?,2/17/22,?,2/8/22,?,Wild bird,Morbidity/Mortality,KY DFW/SCWDS,?
EA H5N1,United States of America,Kentucky: Ballard,Snow goose,?,2/17/22,?,2/8/22,?,Wild bird,Morbidity/Mortality,KY DFW/SCWDS,?
EA H5,United States of America,North Carolina: Carteret,Redhead duck,?,2/17/22,?,2/2/22,?,Wild bird,Morbidity/Mortality,NC WRC/SCWDS,?
EA/AM H5N1,United States of America,Florida: Brevard,Black vulture,?,2/17/22,?,2/14/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
EA/AM H5N1,United States of America,Florida: Brevard,Black vulture,?,2/17/22,?,2/16/22,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
EA H5,United States of America,Kentucky: Henderson,Gadwall,?,2/23/22,?,2/8/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,Kentucky: Henderson,Gadwall,?,2/23/22,?,2/8/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,Kentucky: Henderson,Gadwall,?,2/23/22,?,2/8/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,Kentucky: Henderson,Gadwall,?,2/23/22,?,2/8/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,Maine: Washington,American black duck,?,2/23/22,?,2/6/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Maine: Washington,American black duck,?,2/23/22,?,2/6/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Maine: Washington,American black duck,?,2/23/22,?,2/6/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Maine: Washington,American black duck,?,2/23/22,?,2/6/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Maine: Washington,American black duck,?,2/23/22,?,2/6/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Maine: Washington,American black duck,?,2/23/22,?,2/6/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Kentucky: Breckinridge,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Kentucky: Breckinridge,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Kentucky: Breckinridge,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Kentucky: Breckinridge,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: New Haven,American black duck,?,2/23/22,?,2/16/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: New Haven,American black duck,?,2/23/22,?,2/16/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: New Haven,American black duck,?,2/23/22,?,2/16/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: New Haven,American black duck,?,2/23/22,?,2/16/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: New Haven,American black duck,?,2/23/22,?,2/16/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Connecticut: New Haven,American black duck,?,2/23/22,?,2/16/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: New Haven,American black duck,?,2/23/22,?,2/16/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: New Haven,American black duck,?,2/23/22,?,2/17/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Connecticut: New Haven,American black duck,?,2/23/22,?,2/17/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Alabama: Limestone,American wigeon,?,2/23/22,?,2/5/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,New Jersey: Cape May,Mallard,?,2/23/22,?,2/7/22,?,Wild bird,Live bird,NWDP,?
EA H5,United States of America,Tennessee: Obion,Wood duck,?,3/1/22,?,2/13/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,Tennessee: Obion,Wood duck,?,3/1/22,?,2/13/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5N1,United States of America,Massachusetts: Barnstable,Canada goose,?,3/1/22,?,2/9/22,?,Wild bird,Morbidity/Mortality,MA DFW/USGS,?
EA H5N1,United States of America,Massachusetts: Barnstable,Canada goose,?,3/1/22,?,2/9/22,?,Wild bird,Morbidity/Mortality,MA DFW/USGS,?
EA H5N1,United States of America,Delaware: Kent,Canada goose,?,2/17/22,?,2/4/22,?,Wild bird,Morbidity/Mortality,USFWS/USGS,?
EA H5N1,United States of America,New York: Suffolk,Sanderling,?,2/26/22,?,2/21/22,?,Wild bird,Morbidity/Mortality,NY DEC,?
EA H5N1,United States of America,New Hampshire: Strafford,Canada goose,?,3/2/22,?,2/22/22,?,Wild bird,Morbidity/Mortality,NH FGD/NWDP/USGS,?
EA H5N1,United States of America,New Hampshire: Strafford,Canada goose,?,3/2/22,?,2/22/22,?,Wild bird,Morbidity/Mortality,NH FGD/NWDP/USGS,?
EA H5N1,United States of America,New Hampshire: Strafford,Canada goose,?,3/2/22,?,2/22/22,?,Wild bird,Morbidity/Mortality,NH FGD/NWDP/USGS,?
EA/AM H5N1,United States of America,Florida: Brevard,Lesser scaup,?,2/26/22,?,2/13/22,?,Wild bird,Morbidity/Mortality,FL FWCC/USGS,?
EA/AM H5N1,United States of America,Nebraska: Lancaster,Ross's goose,?,3/6/22,?,3/4/22,?,Wild bird,Morbidity/Mortality,NE Dept of Ag,?
EA H5N1,United States of America,New Hampshire: Rockingham,Mallard,?,3/1/22,?,2/16/22,?,Wild bird,Live bird,NWDP,?
EA H5N1,United States of America,Florida: Brevard,Lesser scaup,?,3/4/22,?,2/21/22,?,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS,?
EA/AM H5N1,United States of America,Florida: Brevard,Lesser scaup,?,3/4/22,?,2/21/22,?,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS,?
EA H5,United States of America,Florida: Brevard,Lesser scaup,?,3/4/22,?,2/21/22,?,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS,?
EA/AM H5N1,United States of America,Florida: Brevard,Bald eagle,?,3/4/22,?,2/12/22,?,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS,?
EA/AM H5N1,United States of America,Florida: Brevard,Bald eagle,?,3/4/22,?,2/18/22,?,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS,?
EA/AM H5N1,United States of America,North Carolina: Wake,Red-shouldered hawk,?,3/4/22,?,2/14/22,?,Wild bird,Morbidity/Mortality,NC WRC/SCWDS,?
EA/AM H5N1,United States of America,North Carolina: Dare,Bald eagle,?,3/4/22,?,2/22/22,?,Wild bird,Morbidity/Mortality,NC WRC/SCWDS,?
EA/AM H5N1,United States of America,Georgia: Glynn,Lesser scaup,?,3/4/22,?,2/24/22,?,Wild bird,Morbidity/Mortality,GA DNR/SCWDS,?
EA/AM H5N1,United States of America,Georgia: Camden,Lesser scaup,?,3/4/22,?,2/24/22,?,Wild bird,Morbidity/Mortality,GA DNR/SCWDS,?
EA/AM H5N1,United States of America,Georgia: Camden,Lesser scaup,?,3/4/22,?,2/24/22,?,Wild bird,Morbidity/Mortality,GA DNR/SCWDS,?
EA/AM H5N1,United States of America,Georgia: Camden,Lesser scaup,?,3/4/22,?,2/24/22,?,Wild bird,Morbidity/Mortality,GA DNR/SCWDS,?
EA/AM H5N1,United States of America,Georgia: Camden,Lesser scaup,?,3/4/22,?,2/24/22,?,Wild bird,Morbidity/Mortality,GA DNR/SCWDS,?
EA/AM H5N1,United States of America,Georgia: Camden,Lesser scaup,?,3/4/22,?,2/24/22,?,Wild bird,Morbidity/Mortality,GA DNR/SCWDS,?
EA H5,United States of America,Missouri: Buchanan,Snow goose,?,3/8/22,?,2/23/22,?,Wild bird,Agency harvest,NWDP,?
EA H5,United States of America,Missouri: Chariton,Snow goose,?,3/8/22,?,2/22/22,?,Wild bird,Hunter harvest,NWDP,?
EA H5,United States of America,Missouri: Chariton,Snow goose,?,3/8/22,?,2/22/22,?,Wild bird,Hunter harvest,NWDP,?
